id,brand,model,size,claimed_barcode,gtin_valid,prefix_match,confidence,sources
419471,FALKEN,Azenis RT660+,315/30R18,306851366155,False,False,none,
88651,FALKEN,Eurowinter HS439,185/65R14,4250427403465,True,False,none,https://vertexaisearch.cloud.google.com/grounding-api-redirect/AUZIYQE5TxPWNIkb_7IDgF7nuS6GKVonLu_XQtTXunhdk76p7uKYW64SSftVRf9mEv_SBtakGxO2LNPWBysJxfnJqFc96kXDCw8gWP9H_oxhXuqw-rihZJfkAlCx1ho9-JnWCnNQRAcnQso_qvWq|https://vertexaisearch.cloud.google.com/grounding-api-redirect/AUZIYQG9Ty1VKyx0QH-o9U1eEFqWIaRuS4l7GtZyj1hMngmLqZHqkyiCRueHhpp_M7lUOQ3BDdx6OwVOB5de1ao7RrN9NW6U6e1J_-nOUNxHwAo8FzT2Aw82ifobvP7Spst0Ce6gOrLwVtzhwBkg6KwM-dJ7RDYAFBiqf0LrIqYiO5qO
88654,FALKEN,Eurowinter HS439,195/60R15,3188649179862,True,False,none,https://vertexaisearch.cloud.google.com/grounding-api-redirect/AUZIYQGmMcSzt4_A0vFUe2Qvsz4hQWwuqclSX4nhJdKNRny1_YEK7AccsC88YWVyoyQfpTn60pvYP9VgZq-1Rq_zC8GPTN3-Xdv5ZLF46WgMu9KO9PTDJEgSv7LoqNTQzi51RScO2Zbw3nH2RB_2kuMlwIOv83DzK4kJwJeNoSzUB5WyHvX5N3LNnezyKQ6YhSE0W-A0nlFA0EpTCL6H
88659,FALKEN,Eurowinter HS439,225/55R16,8429451150102,True,False,none,https://vertexaisearch.cloud.google.com/grounding-api-redirect/AUZIYQEkEcZN2S1rV8qukM7-rQ8tM3i0m_n1kSC3r7FYRKAtNfcA5L9-JElt4A9oJKRrydhHuXzyhL4Hz53_xgCtAswF2iGONcTmxcNCjnRP7en2iitWCC6Ia0Prw9T0QVkHAWPwmcEVTCn3FXFPLxuEc3YwVj7I0KmR1At-e14ceSsidQ67Qjwgjz84Nc4y_GThqVwNi3H5gLRfalCdcPIsEvuhmoSuKdmUzgPIzDHrvMFvm3uusIiGzfi53XFFf2v1
97961,FALKEN,Eurowinter HS439,235/60R17,4250427404431,True,False,none,https://vertexaisearch.cloud.google.com/grounding-api-redirect/AUZIYQHPzZEuyXVvDd5pGcZQZzqsmVao_UyOpLNJ_PQym-0973DLOZ2fsUolfnBBIo8yguCsdszGfjpA1art2P2Q08eFeCnRhV7Ea74rU-YoXO8kriuC8bBeWopQkht85D80r9yHg7ea3Scbe2FuDVE2qfKBIjgCemI=
88668,FALKEN,Eurowinter HS439,235/65R17,4250427404462,True,False,none,https://vertexaisearch.cloud.google.com/grounding-api-redirect/AUZIYQEXEjPGKGtdWu0gW5j_Zmfm4GX0Exgzizv25oE3qluV93dIVkCBSFYY7sgW5h-jHrMEooQkOPrjw-4-wv_GqT4MHFLRQ0hJfxQK6YrgmjcPJyxAt2EoY-W4LjGzwiOTZmzEctIZEQQLsw_P3YbLduYnouy9RnoKR4Oawd-cJBBeRTgbem3FUM7hXrtZqP7VmeAB5qrpdMzBH6GhKA8lAcKIpS5WPwE-9mZwA4fEt_sbqCn3AM_9qFl2mCdKQZ4Ufg4Jf-dsqeBc5d3JInjj
269163,FALKEN,FK-090,145/90R16,848983013088,True,True,prefix,
93264,FALKEN,FK-452,205/50R16,4250427401850,True,False,none,
80764,FALKEN,FK-452,225/35R17,4250427402000,True,False,none,https://vertexaisearch.cloud.google.com/grounding-api-redirect/AUZIYQFFyguk1hnQ4B3-6XMxmUDtffRmkPe3cwNk5d9qN_nxI86U0cTrJ9IO5ShZbfu9LBwBbbytqiJ0OzI4-BEI7El0xtpCHwTEkUpjHAcExMjwAaTbSVPdV_oeoKTO-DnTVpLHvCp0MxcABUTKQoJ5R0czXckI6OML|https://vertexaisearch.cloud.google.com/grounding-api-redirect/AUZIYQHthDqaSPBAiYrPUv2sUwxINyG1RpSp56bCqXZmt42n37xgkNgAm5pqWNbqD7I8hN7zsn9VXYdDgQNxdV1EazXNY_MSAqlqac3w9cGbGhWe648ljvCO8JBdicHvGSC2nA2q6iU15h-2O5bEQ5bESJmX4zCQ89-Lhq9tv4Fqx7sgDIKPYsrWhrgz
81277,FALKEN,FK-452,255/30R21,4250427402147,True,False,none,https://vertexaisearch.cloud.google.com/grounding-api-redirect/AUZIYQHLc4Mdhxqq1PMehqhMbYtU2uxmOKaHeOlImvmRNHge-O8JlmCzxJ2z1MvOn0ZAo46n9ymTbqBuXlEeJtwI0jgy8uPOJzvmjykGOuVh5w1oQeDJRJvklLWrHgNT7H-cs8ut0Tgz_jthAsS96mqrtdMpgXc=
88694,FALKEN,FK-452,285/25R22,4250427401737,True,False,none,
80948,FALKEN,FK-452,305/25R20,4250427402123,True,False,none,https://vertexaisearch.cloud.google.com/grounding-api-redirect/AUZIYQEY3odHmHbYVt4vMm9sY0EtdMMtONY7MJGTUHwoDbj23Ki1oW8FHAHvdIB917lZ-zyNg0ir9iBQCIfFesOs73wZJzmdyU2nvQnw3u8xRaxAndFyrkdkfYBUJmcP_pLdmO6KUoesacTjdUoGkCCF2E_Eent5--HkwShHIKcB7JH3YlCaFuwiiUN4
90879,FALKEN,High Country A/T,225/75R16,325753736083,True,False,none,https://vertexaisearch.cloud.google.com/grounding-api-redirect/AUZIYQHLiTuETCkvQNX0eln98XbDEmW3mi-Kf_PmROG4akUKvgKTqMFiAXdAz1Ty0yprQtsvwt4xj-mZljUK1Zft6H0AUeRmzWod3yAMDnSR78pdC9ZaddlCvOu10GQxCcFhdb0=
339258,FALKEN,Winterpeak F-Ice 1,215/65R17,848983023780,True,True,prefix,
382259,FALKEN,Winterpeak F-Ice 1,255/40R20,00848983027580,True,True,prefix,
383321,FALKEN,Winterpeak F-Ice 1,255/45R19,848983027573,True,True,prefix,
339265,FALKEN,Winterpeak F-Ice 1,255/55R20,848983023902,True,True,prefix,
339263,FALKEN,Winterpeak F-Ice 1,275/65R18,848983023858,True,True,prefix,
81152,FALKEN,Ziex S/TZ01,295/30R22,4250427401744,True,False,none,
81151,FALKEN,Ziex S/TZ01,295/40R20,266809018133,False,False,none,https://vertexaisearch.cloud.google.com/grounding-api-redirect/AUZIYQG0J5bDLf5My-xtkCjKPck9zRTesPuYnOBU_X1TMkIBnyIqYcCbcgkKNrmwXeTPdErPpFEPn3hQVQTRLVDB4J8tSRkAqdtRMAj4FmmcNWURyS0XQPaVFIavAMDYFWGOww==
