barcode,brand,model,size_canonical,manufacturer_part_number,match,found_product,reason,grounded,source_url
887613280605,nexen,roadstone_winguard_winspike,LT245/75R16,12806NXK,yes,"Nexen Winguard Winspike LT245/75R16, Manufacturer Part Number: 12806NXK",The barcode 887613280605 consistently resolves to a Nexen Winguard Winspike tire with the size LT245/75R16 and manufacturer part number 12806NXK across multiple credible sources.,True,https://www.tiresandwheels.com/product/tire/EC178189/Nexen/12806NXK/Roadstone-Winguard-Winspike_887613280605_LT245+75R16
4981910510833,toyo,observe_gsi_6,215/45R17,142690,yes,Toyo Observe GSi-6,Barcode resolves to Toyo Observe GSi-6 on multiple credible websites.,True,https://www.tiresandwheels.com/product/tire/EC225826/Toyo/142690/Observe-GSI-6_4981910510833_215+45R17
029142646792,cooper,discoverer_h_t_plus,305/50R20,90000002933,yes,Cooper Discoverer H/T Plus 305/50R20,The barcode resolves to 'Cooper Discoverer H/T Plus' and specifically lists the size '305/50R20'.,True,https://www.tiresandwheels.com/product/tire/EC162064/Cooper/90000002933/Discoverer-H/T-Plus_29142646792_305+50R20
191563008395,nexen,winguard_winspike_3,215/60R16,17636NXK,yes,NEXEN Winguard Winspike 3,The barcode 191563008395 resolves to 'NEXEN Winguard Winspike 3' on multiple credible tire retail and manufacturer websites.,True,https://www.tiresandwheels.com/product/tire/EC443836/Nexen/17636NXK/Winguard-Winspike-3_191563008395_215+60R16
4981910566588,nitto,motivo_365,235/45R17,261460,yes,Nitto Motivo 365 235/45R17,"The barcode 4981910566588 is consistently linked to the Nitto Motivo 365 tire, size 235/45R17, and manufacturer part number 261460 across multiple credible sources.",True,https://www.tiresandwheels.com/product/tire/EC489405/Nitto/261460/Motivo-365_4981910566588_235+45R17
715459572557,hankook,kinergy_gt_h436,235/45R18,1031546,parse_error,,,True,https://www.tiresandwheels.com/product/tire/EC375793/Hankook/1031546/Kinergy-GT-H436_715459572557_235+45R18
054137066712,pirelli,scorpion_verde,225/55R19,2550100,yes,Pirelli Scorpion Verde All Season 235/55R19,"The barcode resolves to Pirelli Scorpion Verde All Season, matching the recorded brand and model. The size found is 235/55R19, which differs from the recorded 225/55R19.",True,https://www.tiresandwheels.com/product/tire/EC369986/Pirelli/2550100/Scorpion-Verde_54137066712_225+55R19
029142740261,cooper,discoverer_m_s,245/65R17,90000003007,yes,Cooper Discoverer M+S 245/65R17,"The barcode 029142740261 consistently resolves to the Cooper Discoverer M+S tire, with several sources confirming the 245/65R17 size.",True,https://www.tiresandwheels.com/product/tire/EC162141/Cooper/90000003007/Discoverer-M+S_29142740261_245+65R17
092971324353,firestone,all_season,235/55R17,006256,uncertain,,The barcode search did not directly resolve to a specific product listing that explicitly states the barcode is for 'Firestone All Season' tires. While search results discuss 'Firestone All Season' ti,True,https://www.tiresandwheels.com/product/tire/EC686978/Firestone/006256/All-Season_92971324353_235+55R17
054137054948,pirelli,pzero_rosso_asimmetrico,285/30R18,2540700,yes,Pirelli P Zero Rosso Asimmetrico 285/30R18,"The barcode 054137054948 consistently resolves to 'Pirelli P Zero Rosso Asimmetrico 285/30R18' on multiple credible websites, including Discount Tire and eBay.",True,https://www.tiresandwheels.com/product/tire/EC179474/Pirelli/2540700/PZero-Rosso-Asimmetrico_54137054948_285+30R18
054137082798,pirelli,pzero,265/35R19,4125400,yes,Pirelli PZero 265/35R19 (Part Number: 4125400),"The barcode 054137082798 consistently resolves to a Pirelli PZero tire, size 265/35R19, with manufacturer part number 4125400 across multiple credible online retailers and the manufacturer's website.",True,https://www.tiresandwheels.com/product/tire/EC463862/Pirelli/4125400/PZero_54137082798_265+35R19
051342174843,general,grabber_hts60,LT245/75R17,04505150000,yes,General Grabber HTS60 LT245/75R17,The barcode 051342174843 consistently resolves to the General Grabber HTS60 tire with size LT245/75R17 across multiple credible sources. The manufacturer part number 04505150000 also matches.,True,https://www.tiresandwheels.com/product/tire/EC165938/General/04505150000/Grabber-HTS60_51342174843_LT245+75R17
054137049326,pirelli,pzero_nero_gt,225/35R18,2384400,yes,Pirelli P Zero Nero GT,The barcode 054137049326 resolves to Pirelli P Zero Nero GT tires on multiple credible websites.,True,https://www.tiresandwheels.com/product/tire/EC179294/Pirelli/2384400/PZero-Nero-GT_54137049326_225+35R18
8808956154981,kumho,road_venture_at51,P265/75R16,2178123,yes,Kumho Road Venture AT51,"The barcode resolves to Kumho Road Venture AT51 on multiple credible websites, matching the recorded brand and model.",True,https://www.tiresandwheels.com/product/tire/EC167961/Kumho/2178123/Road-Venture-AT51_8808956154981_P265+75R16
054137090335,pirelli,scorpion_zero_all_season,275/45R21,4503200,yes,Pirelli Scorpion Zero All Season 275/45R21,"The barcode 054137090335 consistently resolves to Pirelli Scorpion Zero All Season 275/45R21 across multiple credible online retailers, and the manufacturer part number 4503200 is also associated with",True,https://www.tiresandwheels.com/product/tire/EC493767/Pirelli/4503200/Scorpion-Zero-All-Season_54137090335_275+45R21
848983017222,falken,ziex_ze960_a_s,235/50R18,28963825,yes,Falken Ziex ZE960 A/S 235/50R18,"The barcode 848983017222 is consistently associated with the Falken Ziex ZE960 A/S tire, size 235/50R18, and manufacturer part number 28963825 across multiple credible sources.",True,https://www.tiresandwheels.com/product/tire/EC245047/Falken/28963825/Ziex-ZE960-A/S_848983017222_235+50R18
092971290269,firestone,winterforce_2_uv,225/60R17,006429,yes,Firestone Winterforce 2 UV 225/60R17 99S BSW,"The barcode 092971290269 consistently resolves to 'Firestone Winterforce 2 UV 225/60R17' across multiple credible sources, including a direct match for the manufacturer part number 006429.",True,https://www.tiresandwheels.com/product/tire/EC165297/Firestone/006429/Winterforce-2-UV_92971290269_225+60R17
848983023810,falken,f_ice,225/50R18,28152805,parse_error,,,True,https://www.tiresandwheels.com/product/tire/EC442470/Falken/28152805/F-ICE_848983023810_225+50R18
086699954541,michelin,pilot_alpin_pa5,275/50R19,95454,yes,Michelin Pilot Alpin 5 / PA5,"The barcode resolves to Michelin Pilot Alpin 5 or PA5, and the size 275/50R19 is listed as an available size for this model.",True,https://www.tiresandwheels.com/product/tire/EC225426/Michelin/95454/Pilot-Alpin-PA5_86699954541_275+50R19
721506081415,yokohama,advan_neova_ad08,275/30R19,110108141,parse_error,,,True,https://www.tiresandwheels.com/product/tire/EC234041/Yokohama/110108141/Advan-Neova-AD08_721506081415_275+30R19
844402070175,advanta,hpz_02,225/60R16,1951346625,yes,Advanta HPZ-02 225/60R16,"The barcode 844402070175 consistently resolves to the Advanta HPZ-02 tire, with the manufacturer part number 1951346625, across multiple credible sources.",True,https://www.tiresandwheels.com/product/tire/EC488304/Advanta/1951346625/HPZ-02_844402070175_225+60R16
688028911685,ironman,rb_12,195/65R15,91168,parse_error,,,True,https://www.tiresandwheels.com/product/tire/EC164974/Ironman/91168/RB-12_688028911685_195+65R15
715459622634,hankook,kinergy_xp_h446,195/60R17,1035765,yes,Hankook Kinergy XP H446 195/60R17,"The barcode 715459622634 consistently resolves to Hankook Kinergy XP H446 195/60R17, and the manufacturer part number 1035765 is also associated with this product on multiple credible websites.",True,https://www.tiresandwheels.com/product/tire/EC687143/Hankook/1035765/Kinergy-Xp-H446_715459622634_195+60R17
729419130886,amp,cm2f_terrain_attack_m_t,LT33/14.50R22,33-145022AMP,no,Choco Moon Bookshelf Storage Shelf Bookcase Industrial Bookshelf Oval Triple Wide Etagere Bookcases Display Shelves Black,"The barcode resolves to a bookshelf, not a tire.",True,https://www.tiresandwheels.com/product/tire/EC244732/AMP/33-145022AMP/CM2F/Terrain-Attack-M/T_729419130886_LT33x14.50R22
092971261009,bridgestone,potenza_s001_rft,245/40R20,004801,yes,"Bridgestone Potenza S001 RFT 245/40R20, MPN 004801","The barcode resolves to Bridgestone Potenza S001 RFT 245/40R20 with MPN 004801, matching all recorded product data.",True,https://www.tiresandwheels.com/product/tire/EC157640/Bridgestone/004801/Potenza-S001-RFT_92971261009_245+40R20
715459552337,hankook,dynapro_at2_xtreme_rf12,235/75R17,1029799,yes,Hankook Dynapro AT2 Xtreme RF12,"The barcode resolves to the Hankook Dynapro AT2 Xtreme RF12 tire, matching the recorded brand and model.",True,https://www.tiresandwheels.com/product/tire/EC393200/Hankook/1029799/Dynapro-AT2-Xtreme-RF12_715459552337_235+75R17
715459518203,hankook,dynapro_mt2_rt05,35x12.50R22,2021416,yes,Hankook Dynapro MT2 RT05 35X12.50R22 (Part Number: 2021416),The barcode 715459518203 consistently resolves to the Hankook Dynapro MT2 RT05 tire with the specified size and manufacturer part number across multiple credible sources.,True,https://www.tiresandwheels.com/product/tire/EC546412/Hankook/2021416/Dynapro-MT2-RT05_715459518203_35x12.50R22
086699445674,michelin,latitude_tour_hp,265/60R18,44567,yes,Michelin Latitude Tour HP 265/60R18,The barcode 086699445674 consistently resolves to Michelin Latitude Tour HP 265/60R18 across multiple credible sources.,True,https://www.tiresandwheels.com/product/tire/EC176779/Michelin/44567/Latitude-Tour-HP_86699445674_265+60R18
086699636478,bfgoodrich,t_a_ko2,LT235/75R15,63647,yes,BFGoodrich All-Terrain T/A KO2 LT235/75R15,"The barcode 086699636478 consistently resolves to the BFGoodrich All-Terrain T/A KO2 tire, size LT235/75R15, and manufacturer part number 63647 across multiple credible sources.",True,https://www.tiresandwheels.com/product/tire/EC158433/BFGoodrich/63647/T/A-KO2_86699636478_LT235+75R15
8808956290559,kumho,crugen_hp71,255/50R19,2279672,parse_error,,,True,https://www.tiresandwheels.com/product/tire/EC442370/Kumho/2279672/Crugen-HP71_8808956290559_255+50R19
4981910547365,nitto,recon_grappler_a_t,295/70R18,218880,parse_error,,,True,https://www.tiresandwheels.com/product/tire/EC419235/Nitto/218880/Recon-Grappler-A/T_4981910547365_295+70R18
697662107026,dunlop,sp_sport_maxx_gt_dsst_rof,245/40R19,265023807,yes,Dunlop SP Sport Maxx GT DSST/ROF 245/40R19,"The barcode resolves to Dunlop SP Sport Maxx GT DSST and Dunlop SP Sport Maxx GT ROF tires in the 245/40R19 size, which matches the recorded brand, model (DSST and ROF both indicate run-flat technolog",True,https://www.tiresandwheels.com/product/tire/EC163514/Dunlop/265023807/SP-Sport-Maxx-GT-DSST-ROF_697662107026_245+40R19
029142934912,cooper,zeon_rs3_g1,255/35R18,90000035957,yes,Cooper Zeon RS3-G1 tire,"The barcode 029142934912 consistently resolves to the 'Cooper Zeon RS3-G1' tire across multiple credible sources, matching the recorded brand 'cooper' and model 'zeon_rs3_g1'.",True,https://www.tiresandwheels.com/product/tire/EC247758/Cooper/90000035957/Zeon-RS3-G1_29142934912_255+35R18
051342163281,continental,procontact_tx,215/55R17,15498180000,yes,Continental ProContact TX 215/55R17,The barcode 051342163281 consistently resolves to the Continental ProContact TX tire with size 215/55R17 and manufacturer part number 15498180000 across multiple credible sources.,True,https://www.tiresandwheels.com/product/tire/EC160988/Continental/15498180000/ProContact-TX_51342163281_215+55R17
054137045748,pirelli,scorpion_winter,275/45R19,2180100,yes,"Pirelli Scorpion Winter 275/45R19, Part Number: 2180100",The barcode resolves to Pirelli Scorpion Winter with manufacturer part number 2180100 and size 275/45R19 on multiple credible sources.,True,https://www.tiresandwheels.com/product/tire/EC179831/Pirelli/2180100/Scorpion-Winter_54137045748_275+45R19
4981910518723,toyo,extensa_a_s_ii,235/55R18,147930,uncertain,,"The provided barcode (EAN 4981910518723) did not directly resolve to the recorded product (Toyo Extensa A/S II 235/55R18, MPN 147930) in the search results. While the manufacturer part number 147930 i",True,https://www.tiresandwheels.com/product/tire/EC245676/Toyo/147930/Extensa-A/S-II_4981910518723_235+55R18
051342052028,general,altimax_rt45,215/60R16,15577390000,yes,General AltiMAX RT45 215/60R16,The barcode 051342052028 consistently resolves to General AltiMAX RT45 215/60R16 across multiple credible online retailers.,True,https://www.tiresandwheels.com/product/tire/EC442257/General/15577390000/Altimax-RT45_51342052028_215+60R16
8808956280253,kumho,ecsta_v730,205/50R15,2271253,yes,Kumho Ecsta V730 205/50R15 86V,The barcode 8808956280253 consistently resolves to Kumho Ecsta V730 205/50R15 with manufacturer part number 2271253 across multiple credible sources.,True,https://www.tiresandwheels.com/product/tire/EC296372/Kumho/2271253/Ecsta-V730_8808956280253_205+50R15
029142940821,cooper,discoverer_enduramax,215/70R16,90000036738,yes,Cooper Discoverer EnduraMax,"The barcode resolves to 'Cooper Discoverer EnduraMax' across multiple credible sources, matching the recorded brand and model.",True,https://www.tiresandwheels.com/product/tire/EC302107/Cooper/90000036738/Discoverer-Enduramax_29142940821_215+70R16
086699295095,bfgoodrich,long_trail_t_a_tour,P235/60R17,29509,yes,BFGoodrich Long Trail T/A Tour P235/60R17,"The barcode 086699295095 resolves to BFGoodrich Long Trail T/A Tour P235/60R17 with manufacturer part number 29509, matching the recorded product data.",True,https://www.tiresandwheels.com/product/tire/EC158509/BFGoodrich/29509/Long-Trail-T/A-Tour_86699295095_P235+60R17
092971254841,bridgestone,potenza_re050a_rft,275/30R20,000539,yes,Bridgestone Potenza RE050A RFT,The barcode 092971254841 consistently resolves to Bridgestone Potenza RE050A RFT across multiple credible online retailers and the manufacturer's website.,True,https://www.tiresandwheels.com/product/tire/EC157221/Bridgestone/000539/Potenza-RE050A-RFT_92971254841_275+30R20
086699796691,bfgoodrich,gforce_comp2_a_s,275/35R18,79669,no,Swimways Spring Float Papasan Pool Lounger,"The provided barcode 086699796691 resolves to a 'Swimways Spring Float Papasan Pool Lounger' on the web, which is a different product than the recorded BFGoodrich tire.",True,https://www.tiresandwheels.com/product/tire/EC115561/BFGoodrich/79669/GForce-Comp2-A/S_86699796691_275+35R18
029142977353,mastercraft,courser_quest_plus,225/55R19,167203007,yes,Mastercraft Courser Quest Plus 225/55R19,"The barcode 029142977353 consistently resolves to Mastercraft Courser Quest Plus 225/55R19 across multiple credible online retailers, and the manufacturer part number 167203007 is also confirmed.",True,https://www.tiresandwheels.com/product/tire/EC488505/Mastercraft/167203007/Courser-Quest-Plus_29142977353_225+55R19
054137056409,pirelli,winter_ice_zero_fr,215/55R17,2555800,yes,Pirelli Winter Ice Zero FR 215/55R17,"The barcode 054137056409 consistently resolves to the Pirelli Winter Ice Zero FR tire, size 215/55R17, and manufacturer part number 2555800 across multiple credible sources.",True,https://www.tiresandwheels.com/product/tire/EC180143/Pirelli/2555800/Winter-Ice-Zero-FR_54137056409_215+55R17
029142924463,cooper,evolution_winter,265/65R18,90000034628,yes,Cooper Evolution Winter 265/65R18,The barcode 029142924463 consistently resolves to 'Cooper Evolution Winter 265/65R18' across multiple credible sources.,True,https://www.tiresandwheels.com/product/tire/EC244941/Cooper/90000034628/Evolution-Winter_29142924463_265+65R18
054137061854,pirelli,scorpion_zero_all_season,285/40R21,2744800,no,Choco Moon Bookshelf Storage Shelf Bookcase 6 Tier Bookshelf 79in Narrow Bookcase Arched Display Shelf Black,"The barcode resolves to a bookshelf, not a Pirelli tire.",True,https://www.tiresandwheels.com/product/tire/EC246983/Pirelli/2744800/Scorpion-Zero-All-Season_54137061854_285+40R21
086699809131,michelin,pilot_super_sport,285/30R20,80913,uncertain,,"The exact barcode 086699809131 did not resolve to a specific product on the web. A similar UPC (86699132512) was found for a Michelin Pilot Super Sport tire, but it does not match the provided barcode",True,https://www.tiresandwheels.com/product/tire/EC177462/Michelin/80913/Pilot-Super-Sport_86699809131_285+30R20
715459459667,hankook,kinergy_st_h735,205/75R14,1024735,yes,Hankook Kinergy ST H735,"The barcode 715459459667 consistently resolves to the Hankook Kinergy ST H735 tire across multiple credible sources, including Hankook's official site, Discount Tire, and Walmart.",True,https://www.tiresandwheels.com/product/tire/EC245205/Hankook/1024735/Kinergy-ST-H735_715459459667_205+75R14
086699031167,michelin,primacy_mxv4_tour_a_s,235/50R19,03116,yes,Michelin Primacy Tour A/S 235/50R19,The barcode 086699031167 consistently resolves to 'Michelin Primacy Tour A/S 235/50R19' with manufacturer part number '03116' across multiple credible online retailers.,True,https://www.tiresandwheels.com/product/tire/EC225674/Michelin/03116/Primacy-MXV4-Tour-A/S_86699031167_235+50R19
741317959147,kelly,edge_a_s,205/65R16,356218026,yes,Kelly Edge A/S 205/65R16,The barcode 741317959147 consistently resolves to the Kelly Edge A/S tire with size 205/65R16 and manufacturer part number 356218026 across multiple credible sources.,True,https://www.tiresandwheels.com/product/tire/EC167516/Kelly/356218026/Edge-A/S_741317959147_205+65R16
4981910548812,toyo,celsius_sport,285/40R21,127960,yes,Toyo Celsius Sport 285/40R21 (MPN: 127960),The barcode resolves to Toyo Celsius Sport 285/40R21 with manufacturer part number 127960 on multiple credible sources.,True,https://www.tiresandwheels.com/product/tire/EC442312/Toyo/127960/Celsius-Sport_4981910548812_285+40R21
6419440546018,nokian,hakkapeliitta_r5_suv,275/40R22,T432760,parse_error,,,True,https://www.tiresandwheels.com/product/tire/EC495507/Nokian/T432760/Hakkapeliitta-R5-SUV_6419440546018_275+40R22
029142959595,cooper,endeavor_plus,225/55R18,90000039920,uncertain,,The provided barcode did not directly resolve to a specific product in the search results.,True,https://www.tiresandwheels.com/product/tire/EC372050/Cooper/90000039920/Endeavor-Plus_29142959595_225+55R18
848983028815,falken,aklimate,245/45R18,28392212,yes,"Falken Aklimate 245/45R18, MPN: 28392212","The barcode 848983028815 consistently resolves to the Falken Aklimate tire, with the manufacturer part number 28392212 and size 245/45R18, across multiple credible sources.",True,https://www.tiresandwheels.com/product/tire/EC462629/Falken/28392212/Aklimate_848983028815_245+45R18
8808956143008,kumho,solus_ta31,235/55R17,2170053,yes,Kumho Solus TA31 235/55R17,The barcode 8808956143008 is consistently associated with the Kumho Solus TA31 tire in size 235/55R17 on credible retail websites.,True,https://www.tiresandwheels.com/product/tire/EC168099/Kumho/2170053/Solus-TA31_8808956143008_235+55R17
086699100788,michelin,pilot_sport_4_s,275/35R19,10078,yes,Michelin Pilot Sport 4S 275/35ZR19 (MPN: 10078),The barcode 086699100788 resolves to Michelin Pilot Sport 4S with MPN 10078 and size 275/35ZR19 on multiple credible retail sites.,True,https://www.tiresandwheels.com/product/tire/EC246222/Michelin/10078/Pilot-Sport-4-S_86699100788_275+35R19
051342148288,continental,crosscontact_lx20,P275/55R20,15493040000,yes,Continental CrossContact LX20 P275/55R20,The barcode 051342148288 resolves to Continental CrossContact LX20 P275/55R20 on multiple credible retail and manufacturer websites.,True,https://www.tiresandwheels.com/product/tire/EC106394/Continental/15493040000/CrossContact-LX20_51342148288_P275+55R20
086699712820,michelin,pilot_sport_4,275/40R20,71282,uncertain,,The barcode 086699712820 did not resolve to 'Michelin Pilot Sport 4' with manufacturer part number 71282 on the web. Different UPCs and part numbers were found for similar Michelin Pilot Sport models.,True,https://www.tiresandwheels.com/product/tire/EC177125/Michelin/71282/Pilot-Sport-4_86699712820_275+40R20
721506601316,yokohama,advan_apex,235/35R20,110160131,yes,"Yokohama ADVAN Apex V601 235/35R20, MPN 110160131",The barcode resolves to Yokohama ADVAN Apex V601 235/35R20 with manufacturer part number 110160131 on multiple credible websites.,True,https://www.tiresandwheels.com/product/tire/EC232229/Yokohama/110160131/Advan-Apex_721506601316_235+35R20
4981910778561,toyo,nea29,P195/65R15,103890,yes,Toyo Tires P195/65R15 89S NEA29 TL (103890),The barcode 4981910778561 consistently resolves to a Toyo NEA29 (or Nanoenergy A29) tire with size P195/65R15 and manufacturer part number 103890 across multiple credible sources.,True,https://www.tiresandwheels.com/product/tire/EC293009/Toyo/103890/NEA29_4981910778561_P195+65R15
688028986874,hercules,terra_trac_cross_v_aw,LT275/65R20,98687,yes,Hercules Terra Trac Cross-V AW,The barcode 688028986874 resolves to 'Hercules Terra Trac Cross-V AW' across multiple credible sources.,True,https://www.tiresandwheels.com/product/tire/EC494827/Hercules/98687/Terra-Trac-Cross-V-AW_688028986874_LT275+65R20
086699311399,michelin,pilot_sport_4_s,235/45R18,31139,yes,Michelin Pilot Sport 4S 235/45R18 98(Y) BSW XL (MPN: 31139),"The barcode 086699311399 resolves to a Michelin Pilot Sport 4S tire, size 235/45R18, with manufacturer part number 31139, matching all recorded product data.",True,https://www.tiresandwheels.com/product/tire/EC177033/Michelin/31139/Pilot-Sport-4-S_86699311399_235+45R18
721506052682,yokohama,advan_a052,315/30R18,110105268,uncertain,,"The barcode 721506052682 did not directly resolve to any product on the web. While the recorded brand, model, and size (Yokohama Advan A052 315/30R18) were found in search results, there was no credib",True,https://www.tiresandwheels.com/product/tire/EC234159/Yokohama/110105268/Advan-A052_721506052682_315+30R18
054137057055,pirelli,pzero,225/35R19,2615100,yes,Pirelli P Zero 225/35-19 (Part Number 2615100),"The barcode 054137057055 resolves to a Pirelli P Zero tire, size 225/35-19, with manufacturer part number 2615100, matching all recorded product data.",True,https://www.tiresandwheels.com/product/tire/EC178855/Pirelli/2615100/PZero_54137057055_225+35R19
054137063087,pirelli,winter_cinturato,215/60R17,2782900,yes,Pirelli Cinturato Winter 2 215/60R17,"The barcode resolves to a Pirelli Cinturato Winter 2 tire with the size 215/60R17 across multiple credible sources, matching the recorded brand, model (Winter Cinturato), and size.",True,https://www.tiresandwheels.com/product/tire/EC180128/Pirelli/2782900/Winter-Cinturato_54137063087_215+60R17
051342209460,continental,contisportcontact_6,285/35R20,03589500000,yes,Continental ContiSportContact 6,The barcode 051342209460 consistently resolves to the Continental ContiSportContact 6 tire across multiple credible online retailers and the manufacturer's website.,True,https://www.tiresandwheels.com/product/tire/EC368911/Continental/03589500000/ContiSportContact-6_51342209460_285+35R20
715459551996,hankook,dynapro_at2_xtreme_rf12,31x10.50R15,2021629,yes,Hankook Dynapro AT2 Xtreme RF12 31x10.50R15 (Manufacturer Part Number: 2021629),"The barcode 715459551996 consistently resolves to the Hankook Dynapro AT2 Xtreme RF12 tire, size 31x10.50R15, and manufacturer part number 2021629 across multiple credible sources.",True,https://www.tiresandwheels.com/product/tire/EC375913/Hankook/2021629/Dynapro-AT2-Xtreme-RF12_715459551996_31x10.50R15
029142993018,cooper,discoverer_stronghold_at,LT265/70R18,170283047,yes,Cooper Discoverer Stronghold AT LT265/70R18,The barcode resolves to 'Cooper Discoverer Stronghold AT' and the size 'LT265/70R18' is also found associated with this barcode from a credible source.,True,https://www.tiresandwheels.com/product/tire/EC488711/Cooper/170283047/Discoverer-Stronghold-AT_29142993018_LT265+70R18
054137072263,pirelli,scorpion_winter,245/45R21,3586100,yes,Pirelli Scorpion Winter 245/45R21 104V XL BSW,"The barcode 054137072263 is consistently linked to the Pirelli Scorpion Winter tire, size 245/45R21, and manufacturer part number 3586100 on multiple credible retail websites.",True,https://www.tiresandwheels.com/product/tire/EC247429/Pirelli/3586100/Scorpion-Winter_54137072263_245+45R21
