brand,model,size_canonical,size_compact,load_index,speed_rating,tire_type,season,mpn,manufacturer_part_number,barcode,evidence_level,source_url
NOKIAN,Hakkapeliitta 5,265/70R17,2657017,115,T,,,,,6419440489889,verified_ai,gemini:136593
NOKIAN,Hakkapeliitta 5 Suv,235/55R18,2355518,104,T,,,,,6419440498980,verified_ai,gemini:90690
NOKIAN,Hakkapeliitta 5 Suv,245/65R17,2456517,111,T,,,,,6419440489841,verified_ai,gemini:90675
NOKIAN,Hakkapeliitta 5 Suv,245/65R17,2456517,111,T,,,,,6419440489841,verified_ai,gemini:136598
NOKIAN,Hakkapeliitta 5 Suv,255/50R19,2555019,107,T,,,,,06419440490076,verified_ai,gemini:90696
NOKIAN,Hakkapeliitta 5 Suv,255/55R18,2555518,109,T,,,,,6419440489933,verified_ai,gemini:90692
NOKIAN,Hakkapeliitta 5 Suv,255/60R18,2556018,112,T,,,,,06419440489971,verified_ai,gemini:136608
NOKIAN,Hakkapeliitta 5 Suv,255/65R17,2556517,114,T,,,,,6419440489858,verified_ai,gemini:90677
NOKIAN,Hakkapeliitta 5 Suv,265/70R17,2657017,115,T,,,,,06419440489889,verified_ai,gemini:90670
NOKIAN,Hakkapeliitta 5 Suv,275/55R20,2755520,117,T,,,,,6419440490311,verified_ai,gemini:90695
NOKIAN,Hakkapeliitta 5 Suv,285/60R18,2856018,116,T,,,,,6419440489995,verified_ai,gemini:90688
NOKIAN,Hakkapeliitta 7,185/65R14,1856514,90,T,,,,,6419440316758,verified_ai,gemini:136454
NOKIAN,Hakkapeliitta 7,185/65R15,1856515,92,T,,,,,6419440277509,verified_ai,gemini:136455
NOKIAN,Hakkapeliitta 7,185/70R14,1857014,92,T,,,,,6419440277585,verified_ai,gemini:134995
NOKIAN,Hakkapeliitta 7,185/70R14,1857014,92,T,,,,,6419440277585,verified_ai,gemini:136450
NOKIAN,Hakkapeliitta 7,195/55R15,1955515,89,T,,,,,6419440316864,verified_ai,gemini:135010
NOKIAN,Hakkapeliitta 7,195/55R15,1955515,89,T,,,,,6419440316864,verified_ai,gemini:136469
NOKIAN,Hakkapeliitta 7,195/55R16,1955516,91,T,,,,,6419440277639,verified_ai,gemini:135011
NOKIAN,Hakkapeliitta 7,195/60R15,1956015,92,T,,,,,6419440277592,verified_ai,gemini:135004
NOKIAN,Hakkapeliitta 7,195/60R16,1956016,93,T,,,,,6419440277615,verified_ai,gemini:136463
NOKIAN,Hakkapeliitta 7,205/50R17,2055017,93,T,,,,,6419440277462,verified_ai,gemini:136481
NOKIAN,Hakkapeliitta 7,205/55R16,2055516,94,T,,,,,6419440277448,verified_ai,gemini:136472
NOKIAN,Hakkapeliitta 7,205/65R15,2056515,99,T,,,,,6419440316994,verified_ai,gemini:136457
NOKIAN,Hakkapeliitta 7,215/60R16,2156016,99,T,,,,,6419440277530,verified_ai,gemini:136466
NOKIAN,Hakkapeliitta 7,225/40R18,2254018,92,T,,,,,6419440277479,verified_ai,gemini:135031
NOKIAN,Hakkapeliitta 7,225/45R18,2254518,95,T,,,,,6419440278018,verified_ai,gemini:109114
NOKIAN,Hakkapeliitta 7,225/45R18,2254518,95,T,,,,,6419440278018,verified_ai,gemini:136491
NOKIAN,Hakkapeliitta 7,225/55R17,2255517,101,T,,,,,6419440277653,verified_ai,gemini:136477
NOKIAN,Hakkapeliitta 7,235/55R17,2355517,103,T,,,,,6419440316925,verified_ai,gemini:136479
NOKIAN,Hakkapeliitta 7,245/45R17,2454517,99,T,,,,,6419440277813,verified_ai,gemini:135026
NOKIAN,Hakkapeliitta 7,255/35R20,2553520,97,T,,,,,6419440277486,verified_ai,gemini:136505
NOKIAN,Hakkapeliitta 7,255/45R18,2554518,103,T,,,,,6419440316956,verified_ai,gemini:136497
NOKIAN,Hakkapeliitta 7 Suv,215/70R16,2157016,100,T,,,,,6419440278926,verified_ai,gemini:136507
NOKIAN,Hakkapeliitta 7 Suv,235/55R18,2355518,104,T,,,,,6419440278797,verified_ai,gemini:109133
NOKIAN,Hakkapeliitta 7 Suv,235/55R19,2355519,105,T,,,,,6419440317786,verified_ai,gemini:109134
NOKIAN,Hakkapeliitta 7 Suv,235/60R17,2356017,106,T,,,,,6419440317779,verified_ai,gemini:134959
NOKIAN,Hakkapeliitta 7 Suv,235/65R17,2356517,108,T,,,,,6419440278742,verified_ai,gemini:136513
NOKIAN,Hakkapeliitta 7 Suv,235/70R16,2357016,106,T,,,,,6419440317748,verified_ai,gemini:134948
NOKIAN,Hakkapeliitta 7 Suv,265/60R18,2656018,114,T,,,,,6419440317618,verified_ai,gemini:136526
NOKIAN,Hakkapeliitta 7 Suv,265/65R17,2656517,116,T,,,,,6419440317519,verified_ai,gemini:136516
NOKIAN,Hakkapeliitta 7 Suv,265/70R16,2657016,112,T,,,,,6419440279008,verified_ai,gemini:134951
NOKIAN,Hakkapeliitta 7 Suv,215/60R17,2156017,100,T,,,,,6419440282657,verified_ai,gemini:155435
NOKIAN,Hakkapeliitta 7 Suv,215/60R17,2156017,100,T,,,,,6419440282657,verified_ai,gemini:156333
NOKIAN,Hakkapeliitta 7 Suv,265/70R17,2657017,115,T,,,,,6419440282572,verified_ai,gemini:156357
NOKIAN,Hakkapeliitta 7 Suv,265/70R17,2657017,115,T,,,,,6419440282572,verified_ai,gemini:156372
NOKIAN,Hakkapeliitta 8,165/60R15,1656015,81,T,,,,,6419440320670,verified_ai,gemini:194040
NOKIAN,Hakkapeliitta 8,175/65R15,1756515,88,T,,,,,6419440318660,verified_ai,gemini:185095
NOKIAN,Hakkapeliitta 8,195/50R16,1955016,88,T,,,,,6419440318370,verified_ai,gemini:185114
NOKIAN,Hakkapeliitta 8,195/55R16,1955516,91,T,,,,,6419440318783,verified_ai,gemini:185108
NOKIAN,Hakkapeliitta 8,205/55R16,2055516,94,T,,,,,6419440318790,verified_ai,gemini:194043
NOKIAN,Hakkapeliitta 8,215/60R16,2156016,99,T,,,,,6419440320809,verified_ai,gemini:194041
NOKIAN,Hakkapeliitta 8,235/40R19,2354019,96,H,,,,,6419440318547,verified_ai,gemini:166112
NOKIAN,Hakkapeliitta 8,245/35R20,2453520,95,T,,,,,6419440320199,verified_ai,gemini:178112
NOKIAN,Hakkapeliitta 8,245/50R18,2455018,104,T,,,,,6419440318424,verified_ai,gemini:185130
NOKIAN,Hakkapeliitta 8 Suv,215/70R16,2157016,100,T,,,,,6419440319254,verified_ai,gemini:179491
NOKIAN,Hakkapeliitta 8 Suv,225/60R17,2256017,103,T,,,,,6419440319377,verified_ai,gemini:179504
NOKIAN,Hakkapeliitta 8 Suv,235/65R17,2356517,108,T,,,,,6419440319315,verified_ai,gemini:194031
NOKIAN,Hakkapeliitta 8 Suv,285/50R20,2855020,116,T,,,,,6419440319674,verified_ai,gemini:179527
NOKIAN,Hakkapeliitta 8 Suv,315/35R20,3153520,110,T,,,,,6419440321004,verified_ai,gemini:275628
NOKIAN,Hakkapeliitta 9,205/50R17,2055017,93,T,,,,,6419440322117,verified_ai,gemini:251025
NOKIAN,Hakkapeliitta 9,205/60R16,2056016,96,T,,,,,6419440322001,verified_ai,gemini:267367
NOKIAN,Hakkapeliitta 9,215/40R17,2154017,87,T,,,,,6419440322254,verified_ai,gemini:251035
NOKIAN,Hakkapeliitta 9,225/40R18,2254018,92,T,,,,,6419440322261,verified_ai,gemini:251045
NOKIAN,Hakkapeliitta 9,225/55R17,2255517,101,T,,,,,6419440322094,verified_ai,gemini:251023
NOKIAN,Hakkapeliitta 9,245/40R20,2454020,99,T,,,,,6419440322315,verified_ai,gemini:251054
NOKIAN,Hakkapeliitta 9,245/45R19,2454519,102,T,,,,,6419440322230,verified_ai,gemini:251049
NOKIAN,Hakkapeliitta 9,255/45R19,2554519,104,T,,,,,6419440322247,verified_ai,gemini:251050
NOKIAN,Hakkapeliitta 9 Suv,215/60R17,2156017,100,T,,,,,6419440322452,verified_ai,gemini:251066
NOKIAN,Hakkapeliitta 9 Suv,225/60R17,2256017,103,T,,,,,6419440247212,verified_ai,gemini:251068
NOKIAN,Hakkapeliitta 9 Suv,235/60R18,2356018,107,T,,,,,6419440322483,verified_ai,gemini:251074
NOKIAN,Hakkapeliitta 9 Suv,245/45R20,2454520,103,T,,,,,6419440323435,verified_ai,gemini:305943
NOKIAN,Hakkapeliitta 9 Suv,245/50R19,2455019,105,T,,,,,6419440323732,verified_ai,gemini:267383
NOKIAN,Hakkapeliitta 9 Suv,245/65R17,2456517,111,T,,,,,6419440323626,verified_ai,gemini:251063
NOKIAN,Hakkapeliitta 9 Suv,265/45R21,2654521,108,T,,,,,6419440322704,verified_ai,gemini:251105
NOKIAN,Hakkapeliitta 9 Suv,265/70R16,2657016,112,T,,,,,6419440323886,verified_ai,gemini:267393
NOKIAN,Hakkapeliitta 9 Suv,285/45R20,2854520,112,T,,,,,6419440323916,verified_ai,gemini:267396
NOKIAN,Hakkapeliitta 9 Suv,295/40R21,2954021,111,T,,,,,6419440322780,verified_ai,gemini:251110
NOKIAN,Hakkapeliitta 9 Suv,315/40R21,3154021,111,T,,,,,6419440322797,verified_ai,gemini:251111
NOKIAN,Hakkapeliitta 9 Suv,315/40R21,3154021,115,T,,,,,6419440322797,verified_ai,gemini:314547
NOKIAN,Hakkapeliitta C Cargo,205/75R16,2057516,113/111,R,,,,,6419440497136,verified_ai,gemini:109058
NOKIAN,Hakkapeliitta C Cargo,205/75R16,2057516,113/111,R,,,,,6419440497136,verified_ai,gemini:136680
NOKIAN,Hakkapeliitta C Van,195/65R16,1956516,104/102,R,,,,,6419440497204,verified_ai,gemini:109052
NOKIAN,Hakkapeliitta C Van,195/65R16,1956516,104/102,R,,,,,6419440497419,verified_ai,gemini:136673
NOKIAN,Hakkapeliitta C Van,195/70R15,1957015,104/102,R,,,,,6419440497082,verified_ai,gemini:109049
NOKIAN,Hakkapeliitta C Van,195/70R15,1957015,104/102,R,,,,,6419440497082,verified_ai,gemini:136670
NOKIAN,Hakkapeliitta C Van,205/65R16,2056516,107/105,R,,,,,6419440497167,verified_ai,gemini:109054
NOKIAN,Hakkapeliitta C Van,205/70R15,2057015,106/104,R,,,,,6419440497150,verified_ai,gemini:109050
NOKIAN,Hakkapeliitta C Van,215/60R16,2156016,108/106,R,,,,,6419440496955,verified_ai,gemini:136677
NOKIAN,Hakkapeliitta C Van,215/60R17,2156017,109/107,R,,,,,06419440497488,verified_ai,gemini:109057
NOKIAN,Hakkapeliitta C Van,215/60R17,2156017,109/107,R,,,,,6419440497488,verified_ai,gemini:136678
NOKIAN,Hakkapeliitta C Van,215/65R15,2156515,104/102,T,,,,,6419440445786,verified_ai,gemini:166196
NOKIAN,Hakkapeliitta C Van,215/65R15,2156515,104/102,T,,,,,6419440445786,verified_ai,gemini:166195
NOKIAN,Hakkapeliitta C Van,215/65R16,2156516,109/107,R,,,,,6419440496832,verified_ai,gemini:109055
NOKIAN,Hakkapeliitta C2,205/65R16,2056516,107/105,Q,,,,,6419440292182,verified_ai,gemini:203716
NOKIAN,Hakkapeliitta C3,205/65R16,2056516,107/105,R,,,,,6419440320410,verified_ai,gemini:166151
NOKIAN,Hakkapeliitta C3,215/70R15,2157015,109/107,R,,,,,6419440320366,verified_ai,gemini:166141
NOKIAN,Hakkapeliitta C3,215/75R16,2157516,116/114,R,,,,,6419440320311,verified_ai,gemini:166148
NOKIAN,Hakkapeliitta C3,225/55R17,2255517,109/107,R,,,,,6419440322827,verified_ai,gemini:267535
NOKIAN,Hakkapeliitta CR Cargo,215/75R16,2157516,116/114,R,,,,,6419440422398,verified_ai,gemini:157088
NOKIAN,Hakkapeliitta CR Cargo,225/75R16,2257516,121/120,R,,,,,6419440497440,verified_ai,gemini:157089
NOKIAN,Hakkapeliitta CR Van,195/65R16,1956516,104/102,R,,,,,6419440497419,verified_ai,gemini:157079
NOKIAN,Hakkapeliitta CR Van,195/70R15,1957015,104/102,R,,,,,6419440497501,verified_ai,gemini:157076
NOKIAN,Hakkapeliitta CR Van,215/65R16,2156516,109/107,R,,,,,6419440497495,verified_ai,gemini:157081
NOKIAN,Hakkapeliitta CR3,205/75R16,2057516,113/111,R,,,,,6419440290928,verified_ai,gemini:166178
NOKIAN,Hakkapeliitta CR3,215/65R15,2156515,104/102,R,,,,,6419440291017,verified_ai,gemini:166175
NOKIAN,Hakkapeliitta LT,225/75R16,2257516,115/112,Q,,,,,6419440375496,verified_ai,gemini:136665
